name,price,url,description_intro,"""VICTOR",***FREE***,***PREORDER,*NEW RELEASE,- EFFORTLESS SHUTTLE FLIGHT WITH EASY SWING AND POWER,20,3U BADMINTON RACKET,3U: MAXIMUM RECOMMENDED TENSION,4U: MAXIMUM RECOMMENDED TENSION,6.4MM SLIM SHAFT STRUCTURE,6.6MM HIGH ELASTIC SLIM CONTROL SHAFT,6.6MM HIGH ELASTIC SLIM SHAFT,6.8MM SLIM SHAFT,<<<DISCONTINUED LEGACY ITEM,A DESIGN BREAKTHROUGH,ADVANCED CARBON FIBER CONSTRUCTION,AERODYNAMIC CROSS-SECTION SYSTEM,AERODYNAMIC CROSS-SECTION SYSTEM & LOW WIND RESISTANCE FRAME,AERODYNAMIC FRAME PROFILE,AGILE & FLEXIBLE DESIGN,ARS-LF80 | ARS,BALANCE,BALANCE POINT,BOOST,BOX FRAME DESIGN,CASE,CAUTION,CHARACTERISTICS,CLASSIC BRAVESWORD BALANCE AND FEEL,COLOR,COMBAT,COMPOSITION,COMPOUND-SWORD,COMPREHENSIVE SHOCK ABSORPTION,CONICAL DYNAMIC TAPER SHAFT,CONICAL FRAME,DESCRIPTIONS,DESIGNED FOR,"DIFFERENT FRAME STRUCTURES-INCLUDING POWER-BOX, DIAMOND, AERO, AND AERDYNAMIC","DIFFERENT FRAME STRUCTURES-INCLUDING POWER-BOX, DIAMOND, AERO, AND AERODYNAMIC",DRIVE,DYNAMIC FRAME,DYNAMIC FRAME SYSTEM,ELASTIC REBOUND SYSTEM,ELASTIC SHAFT & SHAFT TORSION CONTROL,ETA,EXPLOSIVE TAPER,FLEX,FRAME,FRAME MATERIAL,FRAME SHAPE,FREE CORE,FRTP TECH,FULL LENGTH,GIFT BOX INCLUDE,GIFT BOX INCLUDES,GRAVITY TRANSFER SYSTEM,GRIP,GRIP LENGTH,GRIP SIZE,HARD CORED TECHNOLOGY,HARD WIND WHEEL FRAME,HARD-CORED TECHNOLOGY,HDF SHOCK ABSORPTION SYSTEM / CUBIC LOCKING,HIGH DENSITY COMPOSITE SHOCK ABSORPTION SYSTEM,HIGH ELASTIC CARBON FIBER (FRAME & SHAFT MATERIAL),HIGH-DENSITY SHOCK ABSORPTION SYSTEM,HIGHLIGHTS,HOT MELT TECHNOLOGY,HYBRID-ON,INCLUDES,INNOVATIVE NANO RESIN TECHNOLOGY,INSPIRED BY THE MARVEL SUPERHERO,INSTINCT,ISOMETRIC,JOINT,KEYWORD,LAUNCH DATE,LENGTH,LOW WIND RESISTANCE FRAME,MADE IN,MATERIAL,MAXIMUM RACKET TENSION,METALLIC CARBON FIBER,MULTI-DIMENSIONAL COMPOSITE CONTROL SYSTEM,MUSCLE POWER FRAME,NET QUANTITY,NEXT-GEN FRAME,NOTE,OTHERS,OVERALL LENGTH,PLAYER LEVEL,PLAYER TYPE,POWER-BIASED CONTROL DESIGN,POWERBOX,POWERRING,PREORDER ONLY,PRESSURE SHOCK ABSORPTION SYSTEM,PRODUCT,PRODUCT CODE,PRODUCT LAUNCH DATE,PRODUCT RANGE,PRODUCT TYPE,PYROFIL,RACKET CASES CAN BE PURCHASED HERE,RACKET GRIP SIZE,REBOUND-TRANSITION CONSTRUCTION,RECOMMENDED STRING TENSION,RELEASE,RELEASE DATE,SET INCLUDES,SEVENTYSIX-76,SHAFT,SHAFT FLEXIBILITY,SHAFT MATERIAL,SHAFT THICKNESS,SHAFT THICKNESS MM,SHOCK ABSORPTION HANDLE & DUAL/COMPOSITE SHOCK ABSORPTION SYSTEM,SOFT FLEX SHAFT,SOLID HYPER-ELASTIC SHAFT,SONIC-REBOUND TECHNOLOGY,SPEAR 93 BADMINTON RACKET,STABLE TAPER CONE,STIFFNESS,STRING,STRING TENSION,STRING TENSION LBS,STRINGING SERVICE,STRINGING TENSION,STRINGS,STYLE CODE,TENSION,"THE ""YINGCREDIBLE",THE COMPOUND FRAME DESIGN CAN BE DIVIDED INTO THREE MAJOR PARTS,THE NEW LI-NING AXFORCE 100,THE NEW LI-NING AXFORCE 100 (AYPV039),TOUGH STRUCTURE,"TRI-FORMATION: DIFFERENT FRAME STRUCTURES-INCLUDING POWER-BOX, DIAMOND, AERO, AND AERDYNAMIC",TYPE,ULTRA-LIGHTWEIGHT CONSTRUCTION,VICTOR BRAVE SWORD TECHNOLOGY SUPER INSIDER WAVE TECHNOLOGY COMBINED WITH BRAVE SWORD TECHNOLOGY,"VICTOR｜ULTRAMAN COLLECTION FEATURES AN COLLABORATION SERIES OF RACKETS, SHOES, BAGS, APPAREL, AND ACCESSORIES",WEIGHT,WEIGHT / GRIP SIZE,WES,WORLD WIDE LAUNCH DATE
Hundred Nitrix Pro Unstrung Badminton Racket [Black/Gold],$235.00 CAD,https://yumo.ca/collections/badminton-rackets/products/hundred-nitrix-pro,"The Hundred Nitrix Pro is built for players who want elite-level attacking performance combined with responsive control and fast handling. Its head-heavy balance helps generate aggressive smash momentum and deeper penetrating clears, while the lightweight 4U frame allows quick racket recovery and sharp reactions during fast rallies. The slim aerodynamic shaft improves swing speed to support powerful offensive play, while the medium flex profile offers a balance feel between dynamic power and precise shot placement. This racket is designed to help players take command of the game with powerful attacks while maintaining confidence in control and stability. Key Features Ideal For",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black/Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M46X Carbon Fibre,32 LBS,,,,,,,,,,,,,,,,,,,,badminton racket,,,G6,,,,,,,,Hard Flex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3U, 4U",,,
Hundred Nitrix Thunder Unstrung Badminton Racket,$90.00 CAD,https://yumo.ca/collections/badminton-rackets/products/hundred-nitrix-thunder-badminton-racket,"Hundred Nitrix Thunder Unstrung Badminton Racket The Nitrix Thunder knows just one thing. Smash like hell. The frame swings quick, loads power, and delivers a strike that feels heavy on the opponent’s side and addictive on yours. This is the racket you pick when the rally turns aggressive and you let your shots do the talking.",,,,,,,,,,,,,,,,,,,,,,Head Heavy,,,,,,,,"Black/Orange, White/Orange",,,,,,,,,,,,,,,,,,,,,Curve²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carbon Fiber,32 LBS (pounds),,,,,,,,,Intermediate,Attack,,,,,,,,,Nitrix,Badminton Racket / HBRX-5U003-1-4U,,,G6,,,,,,,,Flexible,,,7 mm,,,,,,,,,,,,,,,,,,,,,,,,,,"4U, 5U",,,
Hundred Nuclear 60 Unstrung Badminton Racket,$165.00 CAD,https://yumo.ca/collections/badminton-rackets/products/hundred-nuclear-60-white-blue-black,Hundred Nuclear 60 Unstrung Badminton Racket,,,,,,,,,,,,,,,,,,,,,,,330 mm,,,,,,,"White/Blue/Black, Navy/Gold",,,,,,,,,,,,,,,,,,,,,Curve²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carbon Fibre,32 LBS,,,,1N,,,,,Professional,Attacking,,,,,,,,,Nuclear,badminton racket / HBRX-2U028,,,G5,,,,,,,,Flexible,,,7 mm,,,,,,,,,,,,,,,,,,,,,,,,,,60 grams,,,
Hundred Nuclear 72 Unstrung Badminton Racket,$128.00 CAD,https://yumo.ca/collections/badminton-rackets/products/hundred-nuclear-72-badminton-racket,Hundred Nuclear 72 Unstrung Badminton Racket Experience hyperlight carbon fibre rackets with lightweight high strength features that help you land sharper turns and quick returns at every shot and strike. The unique AeroBlade frame design drastically increases athletes’ swing acceleration and top speed.,,,,,,,,,,,,,,,,,,,,,,Head Heavy,,,,,,,,"Dk Red/Black/Gold, Black/Gold/Grey, White/Red/Black",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carbon Fibre,32 LBS (pounds),,,,,,,,,Professional,Attacking,,,,,,,,,,badminton racket / HBRX-2U029 / 138,,,G6,,,,,,,,Flexible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72 grams,,,
Hundred Nuclear 78 Unstrung Badminton Racket,$117.00 CAD,https://yumo.ca/collections/badminton-rackets/products/hundred-nuclear-78-badminton-racket,Hundred Nuclear 78 Unstrung Badminton Racket Experience hyperlight carbon fibre rackets with lightweight high strength features that help you land sharper turns and quick returns at every shot and strike. The racket’s nano-power frame system generates ultra toughness and evenly distributes the racket’s sweet spot even under higher string tensions placing unparalleled control in the hands of the athlete.,,,,,,,,,,,,,,,,,,,,,,Head Heavy,,,,,,,,"White/Blue, White/Red, Black/Silver",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carbon Fibre,32 LBS (pounds),,,,,,,,,Professional,Attacking,,,,,,,,,Nuclear,badminton racket / HBRX-2U030 / 139,,,G6,,,,,,,,Flexible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78 grams,,,
Hundred Super Storm Pre-strung Badminton Racket,$45.00 CAD,https://yumo.ca/collections/badminton-rackets/products/hundred-super-storm-badminton-racket,Hundred Super Storm Pre-strung Badminton Racket,,,,,,,,,,,,,,,,,,,,,,Head Heavy,300 mm,,,,,,,"White, Olive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Japan Made Graphite,32 LBS (pounds),,,,,,,,,Intermediate,Attacking,,,,,,,,,Super Storm,badminton racket / HBRX-4S160,,,G6,,,,,,,,Flexible,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,77 grams,,,
Jetspeed S 09 Pre-strung Badminton Racket,$239.99 CAD,https://yumo.ca/collections/badminton-rackets/products/jetspeed-s-09-badminton-racket,js09 | s09 | s 09 | js09 | jetspeed09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor Jetspeed S 10 C Unstrung [Black] Badminton Racket,$219.99 CAD,https://yumo.ca/collections/badminton-rackets/products/jetspeed-s-10-c,"Victor Jet Speed 10 Badminton Racket is the highest-end of JETSPEED S series. Built with two cutting-edge technologies of PYROFIL and NANO FORTIFY, along with specialized small racket frame and thin shaft, JETSPEED S 10 is gifted with lightweight and sharp racket-handling experience. *Unstrung 3U:≤28 lbs(12.5Kg) 4U≤27 lbs(12Kg) Frame Material High ResilienceModulus Graphite+NANO FORTIFY Made in china *Color may be affected by monitor display NANO FORTIFY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kason Force T210 Powerful Badminton Racket Unstrung [FYPK006-1],$51.99 CAD,https://yumo.ca/collections/badminton-rackets/products/kason-force-t210-powerful-badminton-racket-unstrung-fypk006-1,,,,,,,,,,,,,,,,,,,,,,,,290-295mm,,,,,,,Gold,,,,,,,,,,,,,,,,,,,Carbon Fiber,,,,,675mm,,,,Polyurethane + non woven,195mm,S2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3U（85g-89g),,,
Li-Ning 3D Calibar-600B badminton Racket (Red/Grey) [AYPT387-3],$169.99 CAD,https://yumo.ca/collections/badminton-rackets/products/li-ning-3d-calibar-600b-badminton-racket-red-grey-aypm402,,,,,,,,,,,,,,,,,,,,,,,,290mm,,,,,,,"Red, Grey",,,,,,,,,,,,,,,,,,Medium Flexible,,,,,,,,,,,200mm,S2,,,,,,,,,,,,,,,,,,,,,,Commercial Grade Carbon Fiber,,,,,,,,,675mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vertical 24-28 lbs, Horizontal 26-30 lbs",,,,,,,,,,,85-89 grams,,,
Li-Ning 3D Calibar-600I badminton Racket (Gold/Black) [AYPQ016],$159.99 CAD,https://yumo.ca/collections/badminton-rackets/products/li-ning-3d-calibar-600i-badminton-racket-black-silver-aypq016,,,,,,,,,,,,,,,,,,,,,,,,314mm,,,,,,,"Gold, Black",,,,,,,,,,,,,,,,,,Flexible,,,,,,,,,,,200mm,"S1, Small 3 1/4""/82.6mm",,,,,,,,,,,,,,,,,,,,,,Military Grade Carbon Fiber,,,,,,,,,670mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vertical 26-30 lbs, Horizontal 28-32 lbs",,,,,,,,,,,W1 75-79 grams,,,
Li-Ning 3D Calibar-900 badminton Racket (Grey/Gold) [AYPM426],$259.99 CAD,https://yumo.ca/collections/badminton-rackets/products/li-ning-3d-calibar-900-badminton-racket-grey-gold-aypm426,,,,,,,,,,,,,,,,,,,,,,,,308mm,,,,,,,"Grey, Gold",,,,,,,,,,,,,,,,,,Medium Stiff,,,,,,,,,,,210mm,S2,,,,,,,,,,,,,,,,,,,,,,Military Grade Carbon Fiber,,,,,,,,,675mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vertical 26-30 lbs, Horizontal 28-32 lbs",,,,,,,,,,,83 grams,,,
Li-Ning 3D Calibar-900B badminton Racket (Grey/Red),$259.99 CAD,https://yumo.ca/collections/badminton-rackets/products/li-ning-3d-calibar-900b-badminton-racket-grey-red-aypm428,Replacement from the popular N90IV!!,,,,,,,,,,,,,,,,,,,,,,,292mm,,,,,,,"Grey, Red",,,,,,,,,,,,,,,,,,Medium,,,,,,,,,,,200mm,S2,,,,,,,,,,,,,,,,,,,,,,Military Grade Carbon Fiber,,,,,,,,,675mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vertical 26-30 lbs, Horizontal 28-32 lbs",,,,,,,,,,,85-89 grams,,,
Li Ning Aeronaut 6000I Unstrung Badminton Racket (Blue/Pink/Green) [AYPT417-5],$129.99 CAD,https://yumo.ca/collections/badminton-rackets/products/li-ning-aeronaut-6000i-unstrung-badminton-racket-blue-pink-green-aypr006-1,,,,,,,,,,,,,,,,,,,,,,,,315mm,,,,,,,"Blue, Pink and Green",,,,,,,,,,,,,,,,,,Medium,,,,,,,,,,,200mm,"S1, Extra Small 3 1/8""/79.4mm",,,,,,,,,,,,,,,,,,,,,,Commercial Grade Carbon Fiber,,,,,,,,,670mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Included,,"Vertical 24-28 lbs, Horizontal 26-30 lbs",,,,,,,,,,,W1 75-79 grams,,,
Li Ning Aeronaut 9000 Unstrung Badminton Racket,$289.99 CAD,https://yumo.ca/collections/badminton-rackets/products/li-ning-aeronaut-9000-aypp124,,,,,,,,,,,,,,,,,,,,,,,,305mm,"For well-rounded, experienced players these rackets are built with a moderate balance point and medium shaft.",,,,,,"White, Gold","For strong, aggressive players who want to maximize their power, these rackets are designed with a heavier head and higher balance point.",,,,,,,,,,For fast players who can switch quickly between offense and defense these rackets feature a stiffer shaft and highly-elastic head.,,,,,,,Medium,,,,,,,,,,,210mm,"G6, Extra Small 3 1/8""/79.4mm",,,,,,,,,,,,,,"For players who want to combine a lightweight racket with aggressive speed and agility, these rackets have flexible shafts and weigh less than 80 grams.",,,CONTROL!,,,,,Military Grade Carbon Fiber,,,,,,,,,675mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Provided,,,,"Vertical < 30 lbs lbs, Horizontal < 30 lbs",,,,,,,,,,,4U 80-84 grams,,,
Li Ning AERONAUT 9000C Unstrung Badminton Racket,$245.99 CAD,https://yumo.ca/collections/badminton-rackets/products/li-ning-aeronaut-9000c-aypp122-1,,,,,,,,,,,,,,,,,,,,,,,,298mm,,,,,,,"Red, Blue",,,,,,,,,,,,,,,,,,Medium,,,,,,,,,,,210mm,"G6, Extra Small 3 1/8""/79.4mm",,,,,,,,,,,,,,,,,,,,,,Military Grade Carbon Fiber,,,,,,,,,675mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vertical < 30 lbs lbs, Horizontal < 30 lbs",,,,,,,,,,,4U 80-84 grams,,,
Li Ning Axforce 100 II Unstrung Badminton Racket [AYPV039],$299.99 CAD,https://yumo.ca/collections/badminton-rackets/products/li-ning-axforce-100-ii-unstrung-badminton-racket,"Unleash the Storm. The NEW Li-Ning Axforce 100 (AYPV039) - 3U Weight Class is the definitive flagship for uncompromising back-court dominance. Engineered with the new 6.2mm slim elastic shaft and next-generation composite frame, the 3U version retains greater mass and momentum, making it the choice for violent, continuous power hitters who demand the heaviest smash. The NEW Li-Ning Axforce 100 - 4U Weight Class is the perfect offensive flagship for players who prioritize continuous, high-speed attack. Featuring the new 6.2mm slim elastic shaft, the lighter 4U version provides lightning-fast swing speed and easier maneuverability without sacrificing significant power, making it the ideal weapon for aggressive doubles players and fast attackers.",,,,,,,,,,,,,,,,,,,,,,,,,,,Do not string any badminton rackets in any stringing machine with less than 6 racket head clamps to avoid breakage during stringing.,,,Thunderstorm Green,,,,,,,,,,,,,,,,,,Hard,,NEW! ULTRA High-Elastic Carbon Fiber + High-Molecular Polymer Shock Absorption Material,,,"Accelerates the shaft's recovery, allowing players to execute consecutive smashes and drives with unmatched readiness.",,,,,,,"G5, Extra Small 3 1/8th /79.4mm",,,,"Carried over technologies ensure exceptional stability and frame protection, crucial for handling the extreme impact forces generated by this power-focused 3U weight.",,,,,,,,,,,,,,,,,,,,,,,,"Frame material is upgraded with High-Molecular Polymer Shock Absorption Material to store and dampen residual vibration, ensuring every hit is stable and arm fatigue is minimized.",,,675mm,,,,,,,,,,,,,,,,,,,,,,,,NEW! M46 + T1100 + ULTRA High-Elastic Carbon Fiber,,,,,"Combines M46 + T1100 + ULTRA High-Elastic Carbon Fiber for an 8.5% gain in torsional resistance. This slim profile drastically cuts air resistance, yet the 3U weight provides the mass needed to fully leverage the shaft's explosive recoil.",,,,,,,,,"3U ≤ 31 lbs (Vertical & Horizontal), 4U ≤ 30 lbs (Vertical & Horizontal)",,,,,,"4U Weight Class is the perfect offensive flagship for players who prioritize continuous, high-speed attack. Featuring the new 6.2mm slim elastic shaft, the lighter 4U version provides lightning-fast swing speed and easier maneuverability without sacrificing significant power, making it the ideal weapon for aggressive doubles players and fast attackers.","3U Weight Class is the definitive flagship for uncompromising back-court dominance. Engineered with the new 6.2mm slim elastic shaft and next-generation composite frame, the 3U version retains greater mass and momentum, making it the choice for violent, continuous power hitters who demand the heaviest smash.",,,,,,,"3U (85 - 89 grams), 4U (80 - 84 grams)",,,
Li Ning Axforce 100 Unstrung Badminton Racket,$279.99 CAD,https://yumo.ca/collections/badminton-rackets/products/li-ning-axforce-100-unstrung-badminton-racket,,,,,,,,,,,,,,,,,,,,,,,,306mm,,,,Do not string any badminton rackets in any stringing machine with less than 6 racket head clamps to avoid breakage during stringing.,,,"Gold, Blue, Black",,,,,,,,,,,,,,,,,,Hard,,,,,,,,,,,210mm,"G5, Extra Small 3 1/8""/79.4mm",,,,,,,,,,,,,,,,,,,,,,Military Grade Carbon Fiber,,,,,,,,,675mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vertical < 30 lbs, Horizontal < 30 lbs 4U",,,,,,,,,,,"3U, 87 - 89 grams / 4U, 84 - 86 grams",,,
Li Ning Axforce 60 Unstrung Badminton Racket [Pearly White] 4U,$199.95 CAD,https://yumo.ca/collections/badminton-rackets/products/li-ning-axforce-60-unstrung-badminton-racket-pearly-white-aypt053-1-4u,,,,,,,,,,,,,,,,,,,,,,,,302mm,,,,Do not string any badminton rackets in any stringing machine with less than 6 racket head clamps to avoid breakage during stringing.,,,"White, Silver, Blue",,,,,,,,,,,,,,,,,,Medium Flex,,,,,,,,,,,200mm,"G5, Extra Small 3 1/8""/79.4mm",,,,,,,,,,,,,,,,,,,,,,Military Grade Carbon Fiber,,,,,,,,,675mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vertical < 30 lbs lbs, Horizontal < 30 lbs",,,,,,,,,,,"4U, 84 - 86 grams",,,
Li Ning Axforce 60 Unstrung Badminton Racket [Pearly White] 5U,$199.95 CAD,https://yumo.ca/collections/badminton-rackets/products/li-ning-axforce-60-unstrung-badminton-racket-pearly-white-aypt055-5u,,,,,,,,,,,,,,,,,,,,,,,,302mm,,,,,,,"White, Silver, Blue",,,,,,,,,,,,,,,,,,Medium Flex,,,,,,,,,,,200mm,G6,,,,,,,,,,,,,,,,,,,,,,Military Grade Carbon Fiber,,,,,,,,,675mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vertical < 30 lbs lbs, Horizontal < 30 lbs",,,,,,,,,,,5U,,,
Li Ning Axforce 70 Unstrung Badminton Racket [AYPT277-4] 4U,$219.99 CAD,https://yumo.ca/collections/badminton-rackets/products/li-ning-axforce-70-unstrung-badminton-racket-aypt047-4u,Preorder only - handling 5-7 business days.,,,,,,,,,,,,,,,,,,,,,,,302mm,,,,,,,"Black, Silver",,,,,,,,,,,,,,,,,,Medium Flex,,,,,,,,,,,200mm,"G5, Extra Small 3 1/8""/79.4mm",,,,,,,,,,,,,,,,,,,,,,Military Grade Carbon Fiber,,,,,,,,,675mm,,,,,,handling 5-7 business days.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vertical < 29 lbs lbs, Horizontal < 29 lbs",,,,,,,,,,,"4U, 84 - 86 grams",,,
Li Ning Axforce 70 Unstrung Badminton Racket 5U,$219.99 CAD,https://yumo.ca/collections/badminton-rackets/products/li-ning-axforce-70-unstrung-badminton-racket-aypt049-5u,,,,,,,,,,,,,,,,,,,,,,,,302mm,,,,,,,"Black, Silver",,,,,,,,,,,,,,,,,,Medium Flex,,,,,,,,,,,200mm,G6,,,,,,,,,,,,,,,,,,,,,,Military Grade Carbon Fiber,,,,,,,,,675mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vertical < 29 lbs lbs, Horizontal < 29 lbs",,,,,,,,,,,"5U, 80-83 grams",,,
Li Ning Axforce 80 Unstrung Badminton Racket [AYPS002-2] 3U,$239.99 CAD,https://yumo.ca/collections/badminton-rackets/products/li-ning-axforce-80-badminton-racket-ayps002-1-3ug5,,,,,,,,,,,,,,,,,,,,,,,,300mm,,,,,,,"Black, Gold",,,,,,,,,,,,,,,,,,Medium Flex,,,,,,,,,,,200mm,"G5, Extra Small 3 1/8""/79.4mm",,,,,,,,,,,,,,,,,,,,,,Military Grade Carbon Fiber,,,,,,,,,675mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vertical < 31 lbs, Horizontal < 31 lbs",,,,,,,,,,,"3U, 87 - 89 grams",,,
Li Ning Axforce 80 Unstrung Badminton Racket,$239.99 CAD,https://yumo.ca/collections/badminton-rackets/products/li-ning-axforce-80-badminton-racket-ayps004-1-4u,,,,,,,,,,,,,,,,,,,,,,,,304mm,,,,,,,"Black/Gold, White",,,,,,,,,,,,,,,,,,Medium Flex,,,,,,,,,,,200mm,"G6, Extra Small 3 1/8""/79.4mm",,,,,,,,,,,,,,,,,,,,,,Military Grade Carbon Fiber,,,,,,,,,675mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vertical < 29 lbs, Horizontal < 29 lbs",,,,,,,,,,,"5U, 74 - 79 grams",,,
Li Ning Axforce 90 Long Max Unstrung Badminton Racket [AYPS067-1] 3U,$279.99 CAD,https://yumo.ca/collections/badminton-rackets/products/li-ning-axforce-90-long-max-unstrung-badminton-racket-ayps067-1-3u,,,,,,,,,,,,,,,,,,,,,,,,307mm,,,,,,,"Black, Blue, Pink",,,,,,,,,,,,,,,,,,Medium,,,,,,,,,,,180mm,"G5, Extra Small 3 1/8""/79.4mm",,,,,,,,,,,,,,,,,,,,,,Military Grade Carbon Fiber,,,,,,,,,675mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vertical < 31 lbs, Horizontal < 31 lbs",,,,,,,,,,,"3U, 87 - 89 grams",,,
Li Ning Axforce 90 Long Max Unstrung Badminton Racket [AYPT239-4] 4U,$279.99 CAD,https://yumo.ca/collections/badminton-rackets/products/li-ning-axforce-90-long-max-unstrung-badminton-racket-ayps069-1-4u,,,,,,,,,,,,,,,,,,,,,,,,309mm,,,,,,,"Black, Blue, Pink",,,,,,,,,,,,,,,,,,Medium,,,,,,,,,,,180mm,"G5, Extra Small 3 1/8""/79.4mm",,,,,,,,,,,,,,,,,,,,,,Military Grade Carbon Fiber,,,,,,,,,675mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vertical < 30 lbs lbs, Horizontal < 30 lbs",,,,,,,,,,,"4U, 84 - 86 grams",,,
Li Ning Axforce 90 Tiger Max Unstrung Badminton Racket [AYPS071-1] 3U,$279.99 CAD,https://yumo.ca/collections/badminton-rackets/products/li-ning-axforce-90-tiger-max-unstrung-badminton-racket-ayps071-1-3u,Li-Ning Axforce 90 Tiger Max [AYPS071/ AYPT243-3] Unstrung 3U,,,,,,,,,,,,,,,,,,,,,,,302mm,,,,,,,"Black, Blue, Pink",,,,,,,,,,,,,,,,,,Medium,,,,,,,,,,,200mm,"G5, Extra Small 3 1/8""/79.4mm",,,,,,,,,,,,,,,,,,,,,,Military Grade Carbon Fiber,,,,,,,,,675mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vertical < 31 lbs, Horizontal < 31 lbs",,,,,,,,,,,"3U, 87 - 89 grams",,,
Li Ning Axforce 90 Tiger Max Unstrung Badminton Racket [AYPT243-4] 4U,$279.99 CAD,https://yumo.ca/collections/badminton-rackets/products/li-ning-axforce-90-tiger-max-unstrung-badminton-racket-ayps073-1-4u,,,,,,,,,,,,,,,,,,,,,,,,302mm,,,,,,,"Black, Blue, Pink",,,,,,,,,,,,,,,,,,Medium,,,,,,,,,,,200mm,"G5, Extra Small 3 1/8""/79.4mm",,,,,,,,,,,,,,,,,,,,,,Military Grade Carbon Fiber,,,,,,,,,675mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vertical < 30 lbs lbs, Horizontal < 30 lbs",,,,,,,,,,,"4U, 84 - 86 grams",,,
